text,class
خاف من عدوك مرة ومن صديقك ألف مرة,idiom
خايف وإيدي على قلبي,idiom
خبر اليوم بمصاري بكرة ببلاش,idiom
خبز مخبوز ومية في الكوز,idiom
خبزتيه أكليه يا دهينة,idiom
خد الجار قبل الدار والرفيق قبل الطريق ,idiom
خد الشر وراح,idiom
خد اللى بتحبك وما تاخدش اللى بتحبها ,idiom
خد المجنون على قد عقله ,idiom
خد بنت الأصول مع الزمان تدور ,idiom
خد حبيبك على هواه ولما يجي اديله على قفاه ,idiom
خدوهم بالصوت ليغلبوكم ,idiom
خذ الأصيلة ولو على حصيرة,idiom
خذ الحكمة من افواه المجانين,idiom
"خذ المدللة ، و لا تأخذ المعللة",idiom
خذ المفقوشه حتى تجيء المنقوشة ,idiom
خذ إسرارهم من صغارهم,idiom
خذ بنت الجود مع الزمن تجود,idiom
خذ بنت عمك بتشيل همك,idiom
خذ خد تدوسه ولا خد تبوسه,idiom
خذ فالها من صغارها,idiom
خذ من صاحبك مرة ومن سلبك جرة,idiom
خذ من عبد الله واتكل على الله,idiom
خذوا الحكمة من أفواه البسطاء,idiom
خذوا الحكمة من أفواه البسطاء,idiom
خرابة ينعي عليها البوم,idiom
خربت واللي كان كان,idiom
خزين الصيف بينفع في الشتا,idiom
خشوني لا تنسوني,idiom
خف تعوم,idiom
خلصنى وخود عباتى (أو طقيتى),idiom
خلط الحابل بالنابل,idiom
خلى الحساب ليوم الحساب,idiom
خلى المركب ساير,idiom
خلى زيتنا في دقيقنا,idiom
خلي الزيت في جراره تيجيك أسعاره,idiom
خلي العسل في جراره تتيجي اسعاره,idiom
خليك تشوف نجوم الظهر,idiom
خليك في الأول ولو عليك قطع رأس,idiom
خليك ورا الحرامي لباب الدار,idiom
خليك ورا الخرا حتى تشوف وترى,idiom
خليها على الله,idiom
خليها في القلب تجرح ولا تطلعها وتفضح,idiom
خمسة وخميسة في عيون الحسود,idiom
خناقة في سفل ولا لطمة في سوق,idiom
خوازيق مسمسرة,idiom
خود الحلو واقعد قباله وإن جعت شاهد جماله,idiom
خود فالها من أطفالها,idiom
خودها يا غراب وطير,idiom
خي ما يساعدني وأنا حي ما أريده عند هيلات الترايب,idiom
خي ما يساعدني وأنا حي ما أريده عند هيلات الترايب,idiom
خير الإخوان أقدمهم,idiom
خير الأعمال ما كان ديمة,idiom
خير الخلال حفظ اللسان,idiom
خير الكلام ما قل ودل,idiom
خير الكلام ما قل ودول,idiom
خير تعمل شر تلقى,idiom
خير يا طير,idiom
داخ السبع دوخات ,idiom
داري على شمعتك تقيد,idiom
دار? عل? بلوتك ياللي ابتليت دار? ,idiom
دار? عل? شمعتك تقيد ,idiom
داير على حل شعره ,idiom
دبحه بسكينة باردة ,idiom
دبر غداك تلاق? عشاك ,idiom
دبرن? ?ا وز?ر  التدابير الله يا ملك ,idiom
دبور أدبر هر اغبر,idiom
دبور زن عخراب بيته,idiom
دبور زن على خراب عشه ,idiom
دخل في حارة سد ,idiom
دخل في زوارقه ,idiom
دخلت الفاس في الراس ,idiom
دخول الحمام مش زي خروجه ,idiom
دع الملك للمالك ,idiom
دق الحديد وهو حامي,idiom
دلع المساكين يقطع المصارين ,idiom
دلع الهفايا يطرف العينين ,idiom
دوام الحال من المحال,idiom
دور بيتك سبع امرار ولا تبوق جارك,idiom
ذل من لا سيف له,idiom
"ذهب الحمار يطلب قرنين فعاد مصلوم الأذنين، وهذا المثل يقال على الشخص الذي يحاول أن يغير من شكله ومن مظهره الحقيقي، وأظهر زيفه للناس",idiom
ذي ما يربوه اهلة يربوه عيال الناس,idiom
ذي مايحظر عند شاتة بتدي طلي,idiom
ذي مايربوه اهله يربوه الناس,idiom
راح بيكحلها عماها,idiom
راح قدوم رجع منشار,idiom
راح يتوب تحمل ذنوب,idiom
راحت السكرة و جات الفكرة,idiom
راحت فروجة رجعت عتقية,idiom
راسه في السما,idiom
راعى النصيفة سالم,idiom
راكب الخيل ينجا ما راكب البغل لا,idiom
رايحه اتطنز,idiom
رائحة أمي تغذيني تضحك سني وترويني,idiom
رأس حنش باراره جرذان,idiom
رب أخ لم تلده أمك,idiom
رب سكوت أبلغ من كلام,idiom
رب قول أشد من صول,idiom
رب كلمة قالت لصاحبها دعني,idiom
ربما يبعث الضياع صورة الجمال القديم الذي كانت العين غافلة عنه و الأصل قائم,idiom
ربيع مصر رايح في طريقها,idiom
رحم الله إمرء عرف قدر نفسه,idiom
ردت حليمة على عادتها القديمة,idiom
ردت حليمة لعادتها القديمة,idiom
رزق القطاوه على الخاملات,idiom
رزق الهبل على المجانين,idiom
رضينا بالبين والبين ما رضي فينا,idiom
رضينا بالهم والهم ما رضي بنا ,idiom
رع بن بنك لك ما بن بنتك لا,idiom
روح بعيد وارجع سالم,idiom
روح بلط البحر,idiom
روضة أحمد ولا جنة علي,idiom
روه الموت يرضى بالحمى,idiom
ريحة أبو علي ولا عدمه ,idiom
زاد الطين بلة,idiom
زاد الطين بله,idiom
زبال وبيشم وردة,idiom
زبال وفى ايده ورده,idiom
زبره على بايج,idiom
زرع الميانين يرعاه رب العالمين,idiom
زرع آباؤنا فأكلنا ونزرع ليأكل أبناؤنا,idiom
زرعنا اللو طلعت يا ريت,idiom
زرعوا فأكلنا ونزرع فيأكلون,idiom
زل بأقدامك ولا تزل بكلامك,idiom
زلة القدم ولا زلة اللسان,idiom
زمر إبنيك,idiom
زوان بلدنا ولا قمح الغريب,idiom
زوج من عود خير من قعود,idiom
زى احراث الجمال اللى بتحرثه بدكه,idiom
زى الحيه بيقرص وبتلبد,idiom
زى اللقمة في الزور,idiom
"زى اللى اسلم الظهر ومات العصر، لا عيسى تشفع له، ولا محمد دري فيه",idiom
زى اللى باخة عليه حية,idiom
زى اللى رقصت على السلم لا اللى فوق سمعوها ولا اللى تحت شافوها,idiom
زى اللى كب قربته على هوى السحاب,idiom
زى أبو جراب اللى لا ودا ولا جاب,idiom
زى أم العروس,idiom
زي الاطرش بالزفة,idiom
زي السوسة,idiom
زي الطبل صوته عالي وجوفه خالي,idiom
زي العبيد دايما يتمنوا لأسيادهم العثرة,idiom
زي اللي بتتباهى بشعر جارتها,idiom
زي اللي بيضحك على حاله,idiom
زي اللي بيضحك على حاله,idiom
زي اللي جابوا لها جوز قالت أعور,idiom
زي اللي جابوا لها جوز قالت أعور,idiom
زي المناشر طالع نازل بياكل,idiom
زي تنابلة السلطان عبد الحميد,idiom
زي جردان السوق,idiom
زي حلاوة الزوج ولا عدمه,idiom
زي دموع الحزينة,idiom
زي رطة أبو طير,idiom
زي شجرة العليق عايشة على غيرها,idiom
زي مسمار جحا,idiom
زي ناقة أبو شرير,idiom
زي وسخ الذنين,idiom
زيتنا في طحينا,idiom
زيد بعـمه وادع الجـن,idiom
ساس البلاء العويلة والنساء,idiom
ساق الله على ايام زمان,idiom
سألوا الحرذون ايش شغلتك قال زيات قالوا زيتك باين عليك,idiom
سباعها نامت وضباعها قامت,idiom
سبع صنايع في إيديه والزمن جاير علية,idiom
سبع صنايع والبخت ضايع,idiom
سبع صنايع والبخت ضايع,idiom
سبعين في البيت القمح والزيت,idiom
سبق السيف العذل,idiom
سبق السيف العذل (قول مأثور),idiom
سحابة صيف,idiom
سدوا على الفار بالدقران,idiom
سر البنت أمها,idiom
سر النجاح هو الأدب حتى لو كان أدبا مزيفا لا أصل له ولا فصل,idiom
سر بثوبك ولا تسير بجدك,idiom
سرقة في وضح النهار,idiom
سعيد الحظ بتبيض له الحمامة على الحجر,idiom
سعيد أخو مبارك,idiom
سعيد أخو مبارك,idiom
سفل بن عمي ولا ديوان القاضي,idiom
سقعة الشعير بترمى البعير,idiom
سكر بابك ولا تتهم جارك,idiom
سلاح المرة دموعها,idiom
سلاح بيد الجبان بيجرح,idiom
سلامة الإنسان في حلاوة اللسان,idiom
سلكني وخذ عباتي,idiom
سم الرياييل باسميها عن تاكلك باثاميها,idiom
سمحنا له دخل بخرجه وحماره,idiom
سمعت بالحلق خرمت انا ودانى,idiom
سمعوا المجنون طرف الخبر,idiom
سمن كلبك ياكلك,idiom
سوده يا قهوه والقلب وما يهوى,idiom
سوس الخشب منه وفيه,idiom
سيب الهبلة في غرفتها واكفينا شر غلبتها,idiom
سيد القوم خادمهم,idiom
سيد القوم خادمهم (مثل مأثور),idiom
سير والتف على جزمه,idiom
سيره من غير داعي قنبره في القرداعي,idiom
سيل ما يبلك لا يهمك,idiom
"سيل ما يبلك، ما يهمك",idiom
"سيل ما يبلك، ما يهمك",idiom
شات البلد ما تعشق إلا التيس الغريب,idiom
شارت عليهم صبحة,idiom
شاركت جارتها في افراحها ونسيت أساها وأتراحها,idiom
شاور اللي أكبر منك واللي اصغر منك وارجع لعقلك,idiom
شاور حرمتك واعصاها,idiom
شاور كل الناس وارجع لشور راسك,idiom
شاور لبيبا ولا تعصه,idiom
شايب وعايب,idiom
شايل الدنيا على اكتافه,idiom
شايل الدنيا على قرنه,idiom
شايل السلم بالعرض,idiom
شايل القدر بالمقلوب,idiom
شايل القدر من ذيله,idiom
شباط الخباط بشبط وبخبط وريحة الصيف فيه,idiom
شباط اللباط مر ما فك العنز من الرباط,idiom
شبنا وبعدنا شباب,idiom
شبيك لبيك عبدك بين يديك,idiom
شتان بين الثرى والثريا (قول مأثور),idiom
شحاد وبتشرط,idiom
شحاذ من شحاذ ما دب مخلاته,idiom
شحاذ وفي ايده سيف (شحاذ ومشارط),idiom
شد لك ذي ما يسايرك,idiom
شد لك ذي ما يسايرك,idiom
شدة وتزول,idiom
شر البلية ما يضحك,idiom
شرابة خرج,idiom
شرارة بتحرق حارة,idiom
شراية العبد ولا ترباته,idiom
شعرة على شعرة بتصير دقن,idiom
شعرة من جلد الخنزير حلال,idiom
شعرة من دقن الخنزير مكسب,idiom
شعره من ديل الخنزير فايدة,idiom
شعيرنا ولا قمح غيرنا,idiom
شغل الذات حشى الأمهات,idiom
شفتك مبيض حسبتك غريب بلاد تراك من حينا يا أبو الهدوم الجداد,idiom
شكتها قرشين وجوزها بيطالب في الشيخة,idiom
شكرنا القط طاح في العجين,idiom
شل ذي يشلك واترك ذي يعللك,idiom
شلو بصوتي ولا اخرجو من بيتي,idiom
شمة الهوا أحسن من الطب والدوا,idiom
شمها من سفر كيلو,idiom
شو اللي رماك على المر قال اللي أمر منه,idiom
"شو عرفك انها كذبة، قال من كبرها",idiom
شور المرة الصايب من السبع المصايب,idiom
"شورك على نفسك، ولا شور الناس عليك",idiom
شوف وجه العنــز واحلب لبن,idiom
شوكة بتخلف وردة,idiom
"شي بلاش ربحه بين خطط في ماء، واقرص في حجر ",idiom
شي تعـد ليه خير من شي تاكله,idiom
شي ذا تجري له جري سير له سيرة,idiom
شيء ابلاش ربحه بين,idiom
شيشة الثرثار يحتاج لها فحم كبار,idiom
صابح القوم ولا تماسيهم,idiom
صابح القوم ولا تماسيهم,idiom
صاحب البيت أدرى باللي فيه,idiom
صاحب الحاجة ارعن,idiom
صاحب الحاجة معنى بالطلب,idiom
صاحب الحق سلطان,idiom
صاحب المال تعبان,idiom
صاحب وجهين كذاب,idiom
صاحت عصافير بطنه,idiom
صار للشرشوحة مرجوحة وصارت تحلف بالطلاق,idiom
"صار للشرشوحة مرجوحة، ولأبو بريص كبكاب",idiom
صارت عظامها مكاحل,idiom
صام الدهر ثم افطر على بصلة,idiom
صام صام وافطر على بصلة,idiom
صام صام وفطر بلصام,idiom
صام صام وفطر على بصلة ,idiom
"صباح الخير يا جاري، إنت بحالك وأنا بحالي",idiom
صبرك على نفسك و لا صبر الناس عليك,idiom
صبرك على نفسك ولا صبر الناس عليك,idiom
صبرك على نفسك ولا صبر الناس عليك,idiom
صح إلها جوز قالت عنه اعور,idiom
صدرك أوسع لسرك,idiom
صدور الأحرار قبور الأسرار,idiom
صديق الهديه ما يدوم غيري يشتريه ويقوم,idiom
صرارة بتسند حجر,idiom
صغير القوم خادمهم,idiom
"صفي النية، ونام في البرية",idiom
صلى وصام لأمر كان يطلبه,idiom
صمت دهرا ونطق كفرا (قول مأثور),idiom
صيام بلا صلاة مثل الراعي بلا عصاة,idiom
صيت الجمل قتله,idiom
صيت الغنى ولا صيت الفقر,idiom
ضاربها بنعال,idiom
ضاع الجمل بما حمل,idiom
ضاع الجمل والجمال,idiom
ضاع الكثير فلا أسف على القليل,idiom
ضرب الحبيب زبيب وحجارته قطين,idiom
ضرب الحبيب يوجع ويطيب لو كان من قضيب,idiom
ضربة بالمهدة ولا عشرة بالقدوم,idiom
"ضربة على الحافر، وضربة على المسمار",idiom
ضربتين في الراس بتوجع,idiom
ضربني وبكى وسبقني واشتكى,idiom
ضربوا الأعور على عينه قال خسرانة خسرانة,idiom
ضـيـعـت الزوج والصاحب,idiom
طاح الفار من السقف قالت له القطة اسم الله عليك,idiom
طاسة وضايعة غطاتها,idiom
طالب الشر خسران,idiom
طالع العنز واحلب لبن عدوك موب من قال فيك,idiom
طالع لخاله يا زين فعاله,idiom
طالع من القبر بكفالة,idiom
طب الجرة على ثمها بتطلع البنت لأمها,idiom
"طب الجرة على ثمها، بتطلع البنت لامها",idiom
طب طبتك العافية,idiom
طباخ السم بيذوقه,idiom
"طبخته على النار، وعينه على طبخة الجار",idiom
طبل لي تا ازمر لك,idiom
طخه وصيبه وقول نصيبه,idiom
طخه ولا باكسر مخه,idiom
طر يا خنذول خيطك بيدي,idiom
طريق الوداود تودي ما تعاود,idiom
طريق تودي وما تجيب,idiom
طعمي الثم بتستحي العين,idiom
طعنة بظهر غيري كأنها بجدار,idiom
طق في حجر,idiom
طلبوها تعززت تركوها إتندمت,idiom
طلطميس ما بعرف الجمعة من الخميس,idiom
طلع من المولد بلا حمص,idiom
طلع من دار المطبل مزمر,idiom
طلع منها زي الشعرة من العجين,idiom
طلعت من القفة على دينيها,idiom
طلعنا من المولد بلا حمص,idiom
طلعنا من تحت الدلف للمزراب,idiom
طمع الضيف ومد ايده,idiom
طنجرة ولاقت غطاتها,idiom
طنجرة ولقيت غطاها,idiom
طوف وشوف,idiom
طول الغيبة ورجع بالخيبة,idiom
طولة الروح بتطلع الروح,idiom
طوله طول النخلة وعقله عقل سخلة,idiom
طويل وهبيل,idiom
طيحة الكبير هبله,idiom
طير البر ما بيرافق طير البحر,idiom
طيره طيره ورجعه لثبه,idiom
عاد الطعن يبي له تقرطاط,idiom
عادت المياه لمجاريها,idiom
عادت حليمة لعادتها القديمة,idiom
عادت حليمة لعادتها القديمة,idiom
عاشر السبع ولا تعاشر الضبع,idiom
عالج على ثور زاحف والا توجاد لصحاب,idiom
"عامر متكسريش، ومكسور ما تكليش، وكلي واشبعي",idiom
عايز تبوظ غداك ابعت حمار من حداك,idiom
عايش من قلة الموت,idiom
عتاب الندل اجتنابه,idiom
عتيق الصوف و لا جديد البريسم,idiom
عتيق الصوف ولا جديد البريسم,idiom
عثرة القدم أسلم من عثرة اللسان,idiom
عدل العود مادام يتعدل,idiom
عدو عاقل خير من صديق جاهل,idiom
عدوك من بلغك,idiom
عدى رجالك عدى من الاقرع للمصدي,idiom
عدينا بيهم وتسلبونا,idiom
عذاري تسقي البعيد وتخلي القريب,idiom
عذر أقبح من ذنب,idiom
عذر أقبح من ذنب,idiom
عروس في مجلاها ما بتعرف مين يتولاها,idiom
عريان ومطارد مشلح,idiom
عز القبيلي بلاده ولو تجرع وباها,idiom
عش عزيزا أو مت وأنت كريم,idiom
عشان بطنه قتل نفسه,idiom
"عشمتني بالحلق، خرمت انا وداني، لا وداني خفت ولا الحلق جاني",idiom
عشمه عشم ابليس في الجنة,idiom
عصاة المجنون خشبة ومحاكاته غلبه,idiom
عصفور باليد خير من عشرة على الشجرة,idiom
عصفور باليد خير من عشرة على الشجرة,idiom
"عصفور في الإيد، ولا عشرة على الشجرة",idiom
"عصفور في اليد، ولا عشرة على الشجرة",idiom
عط الخباز خبزه حتى لو أكل نصه,idiom
"عقلي في راسي، بعرف خلاصي",idiom
علشان عين تكرم مرج عيون,idiom
علمناهم على الشحدة سبقونا على الأبواب,idiom
على الباغي تدور الدواير,idiom
على المكبر لبسوها ثوب أحمر,idiom
على الندهه,idiom
على النيات ترزقون,idiom
على بال مين ياللى بترقص في العتمة,idiom
على بخت الحزينة سكرت المدينة,idiom
على حس الطبل ترقص المجنونة,idiom
على عينك يا تاجر,idiom
على قد فراشك مد رجليك,idiom
على هامان يا فرعون,idiom
علي له وعلي له وعلي ماشي له,idiom
عمارة البيت خبز وزيت,idiom
عمر الدم ما بيصير ميه,idiom
عمر الشقي بقي,idiom
عمر الشقي بقي,idiom
عمر العدو ما بيصير حبيب,idiom
عمر عواد ما يعيدها,idiom
عمر عواد ما يعيدها,idiom
عمرك لا تنام للنذل على حصيره,idiom
عمرك لا توري البدوي باب دارك,idiom
عمرك ما تقول للعريان وين ثوبك,idiom
"عمره ما تبخر، تبخر و احترق",idiom
عمرو أخو زيد,idiom
عمرو أخو زيد,idiom
عمرو أخو زيد,idiom
عملها لحاجة في نفس يعقوب,idiom
عملوها الصغار ووقعوا فيها الكبار,idiom
عمياء تخظب مجنونة,idiom
"عمية بتحفف لمجنونة، وطرشة على الباب بتتنصت",idiom
عنتر يجزع ومدور يرجع,idiom
عند البطون بتغيب الذهون,idiom
عند الحبل والرضاعة بتبين البضاعة,idiom
عندك تاكل قال لا,idiom
عندك تغرم قال هيه,idiom
عنز ولو طارت,idiom
عنزة ولو طارت,idiom
عيب الرجل جيبه,idiom
عيسى فارق موسى,idiom
عيش بعيش والحسد ليش,idiom
عيش ديك يوم ولا تعيش فرخة دوم,idiom
عيشني اليوم وموتني بكرة,idiom
عين الحر ميزانه,idiom
عين الحسود فيها عود,idiom
عين الحسود فيها عود,idiom
عينيه بترمي الطير من السما,idiom
غبن الصديق نذالة,idiom
غض البصر في الأصل هو غض الفكر,idiom
فاتحها على الشرقية,idiom
فارس زمانه,idiom
فاضي القرد لمعط الجلد,idiom
فاضي القرد لمعط الجلد,idiom
فاله على حاله,idiom
"فإن قليل الحب بالعقل صالح، وإن كثير الحب بالجهل فاسد",idiom
فتح عينك تاكل ملبن,idiom
فتش دارك قبل ما تتهم جارك,idiom
فخار يكسر بعضه,idiom
فرجاه نجوم الظهر,idiom
فرخ البط عوام,idiom
فرفور ذنبه مغفور,idiom
فش إشى بيستحي من أوانه,idiom
فص ملح وذاب,idiom
فضيحة وعليها شهود,idiom
فهمها على الطاير,idiom
فوق حقه دقه,idiom
فولة وانقسمت نصين,idiom
فى التأني السلامة وفى العجلة الندامة,idiom
"فى السخرة زى المهرة، وفى شغيله بنهد حيله",idiom
"فى السماء طير اسمه شقع ،وكل من هو على شكله بيقع",idiom
فى سنين الغلاء الأجرب بيصير قايد,idiom
في الإتحاد قوة,idiom
في الحركة بركة,idiom
في المال ولا في العيال,idiom
في الوجه مراية وفي القفا براية,idiom
"في إذار تمطر سبعة أمطار، وتنشف الراعي بلا نار",idiom
في إذار ساعة شميسة وساعة أمطار,idiom
في أول خطراته ضيع عباته,idiom
في أيار اللي عمر عمر واللي بار بار,idiom
في آب اللهاب بتخلق الغيم والسحاب,idiom
"في آب اللهاب، اقطف قطف العنب ولا تهاب",idiom
في تموز تغلي الميه في الكوز,idiom
في شباط بيعشرن القطاط,idiom
في قلبي صدى ما بحبش حدى,idiom
في كل عرس إلو قرص,idiom
"قال لا تبيع برخيص ، قال لا توصى حريص",idiom
قال ويش حادك يا مسمار قال المطرقة,idiom
قال يا خبر بفلوس بكرة يبقي ببلاش,idiom
"قالوا للغلباوي اسكت وخذ ريال، قال خذوا خمسة وخلوني أتكلم",idiom
قتل رحمه الله خير من فر أخزاه الله,idiom
قديمك نديمك لو الجديد أغناك,idiom
قرصه في ناره وعينه على جاره,idiom
قرن رصاص ولا صدمة شاص,idiom
قلبي زي الدكان لكل واحد فيه مكان,idiom
قلل كلامك تأمن ملامك,idiom
قليل الأصل لا تعاتبه ولا تلومه ده زى البقعة لا يطلع برابسو ولابأومو,idiom
كالخارج من تحت الدلف لتحت المزراب,idiom
كالمستجير من الرمضاء بالنار,idiom
كأنك يا بو زيد ما غزيت,idiom
كأنك يا بو زيد ما غزيت,idiom
كأنك يا بو زيد ما غزيت ,idiom
كأنه بالع راديو,idiom
"كبر القمر وتدور، ونسي يومه الأول",idiom
كبير العمة ووسيع الذمة,idiom
كبير القوم خادمهم,idiom
كثر التكرار بعلم الحمار,idiom
كثر الزن عالذان بيدوش,idiom
كثر الشد بيرخى,idiom
كسره ناجحة ولا قرص رهي,idiom
كفى المرء فضلا أن تعد معايبه,idiom
كل اكل الجمال وقم مع الرجال,idiom
"كل إشي دين، حتى المشي على الرجلين",idiom
"كل إشي دين، حتى دموع العنين",idiom
كل إناء بما فيه ينضح,idiom
كل بلد والها مزبلتها,idiom
كل بيت وله مصرف,idiom
"كل خشم، بيلقى نصيبه",idiom
كل دولة ولها صولة ورجال,idiom
كل ديك على مزبلته بيصيح,idiom
كل ذى عاهة جبار,idiom
كل شارب وله مقص,idiom
كل شارب وله مقص ,idiom
كل شارب وله مقصه,idiom
كل شارب وله مقصه,idiom
كل شاه معلقة من عرقوبها,idiom
كل شاه معلقه برجلها,idiom
كل شاه معلقه بكراعها,idiom
"كل شيء بالأمل، إلا الرزق بالعمل",idiom
كل شيء بالسيف إلا ألمحبه بالكيف,idiom
كل شيء قسمة ونصيب,idiom
كل شيخ وإلو طريقة,idiom
كل عقده وإلها حلال,idiom
كل عود ودخانه فيه,idiom
كل غريب للغريب نسيب,idiom
كل فوله منقورة وإلها كيال,idiom
كل قبيلة ولها هبيلة,idiom
"كل قلية واشرب مية، وإن جعت حقك علي",idiom
كل كلب ببابه نباح,idiom
كل كلب بيتحالى بباب داره,idiom
كل لنفسك والبس لغيرك,idiom
كل ما طالت لمت غمور,idiom
كل ما نزل المطر تحته بشر,idiom
كل ما يعجبك والبس ما يعجب الناس,idiom
كل مصلي طالب مغفرة,idiom
كل من على شكله شكشكله,idiom
كل من هو في قطينة بيقطن,idiom
كل واحد بقود حمارته ببصارته,idiom
كل واحد بيزيح النار على قرصه,idiom
كل واحد بيغني على ليله,idiom
كل واحد بينام على الجنب اللى بيريحه,idiom
كل واحد بينام على الجنب اللي بريحه,idiom
كل وقت واله آذان,idiom
كل وقت وأعطيه وقته,idiom
كل يا حمار قال في نوقه,idiom
كل يرى الناس بعين طبعه,idiom
"كلام الليل مدهون بزبدة، إن طلع عليه النهار ساح",idiom
كلام الليل ممسوح بزبدة,idiom
كلب الشيخ شيخ,idiom
كلب حي خير من أسد ميت,idiom
"كلب داير، ولا سبع نايم",idiom
كلب دخل مسجد,idiom
"كلب يعوي معك، ولا كلب يعوي عليك",idiom
كلم فرج يفطن سالمين كلم علي يفهم سعيد,idiom
كلمة يا ريت عمرها ما تعمر بيت,idiom
كلمه رطل يفهم وقية,idiom
كلن يرى الناس بعين طبعه,idiom
كلنا أولاد تسعة,idiom
كلنا في الهوا سوا,idiom
كله عند العرب بطيخ,idiom
كله عند العرب صابون,idiom
كله قصران في ذيلك يا أزعر,idiom
كله منك يا زبيبة,idiom
كم حمار مات وجروه ببردعته,idiom
كما تدين تدان,idiom
كن لينا من غير ضعف وشديدا من غير عنف,idiom
كنز في مزبلة,idiom
"كول جميز وأشرب ميه، وإيش ما جرى لك عليه",idiom
كول مع الكافر ولا تاكل مع طويل الاظافر,idiom
كوم حجار ولا هالجار,idiom
كون نسيب ولا تأعطيني يدك وأنسى الباقي,idiom
كيد الرجال هد الجبال وكيد النساء هد الرجال,idiom
"كيف بتنعرف الكذبة، إلا من طولها وعرضها",idiom
لا أجهزة تنصت في الوطن العربي في أي مكان لأنه في الأصل لا أحد يتكلم,idiom
"لا تخف ما صنعت بك الأشواق، واشرح هواك فكلنا عشاق",idiom
لا تربط حمارك جنب حمار المدبر يدبرك من دبوره,idiom
لا تشكون إلى خلق فتشتمه شكوى الجريح إلى الغربان والرخم,idiom
لا تشكيلي لأبكيلك,idiom
لا تطرف عينك بيدك,idiom
لا تطرف عينك بيدك,idiom
لا تطلقن القول في غير بصر إن اللسان غير مأمون الضرر,idiom
لا تقل بر الا وقدو في الصر,idiom
لا تكثر الدوس يا خلى تراهم يملونك لا أنت ولدهم و لا طفل,idiom
لا تنكتين يا خال,idiom
لا توجد جوهرة في العالم أكثر قيمة من امرأة تنزه نفسها مما يعاب,idiom
لا تولف لسانك على الخراط ولا نفسك على الضراط,idiom
لا تؤجل عمل اليوم إلى الغد,idiom
لا قد ولد سميتوه,idiom
لا مزوج سلي ولا عزب مستريح,idiom
لا يغرك شراعه تراه سمارى,idiom
لا يقذف بالحجارة إلا الشجرة المثمرة,idiom
لا ينفعك ذي مع اخوك ولا سراجه يضيئ لك,idiom
لا يييك اللي إين منه,idiom
لاشفت خطاها كبار فعرف انها رياضة,idiom
لحيه ما تحتها فلوس اعطها الموس,idiom
لسانك حصانك أن صنته صانك وان خنته خانك,idiom
"لسانك صوانك، إن صنته صانك وإن خنته خانك",idiom
لسانه ذراع وهو لسا في القاع,idiom
لسانها طولها والباقي لفطورها,idiom
لقمة على فاقه خير من ناقة,idiom
لكل حي أجل ولكل داء دواء,idiom
للبيب بالإشارة يفهم,idiom
له دار خير من دار وجار خير من جار ,idiom
لو تجري جري الحوش غير رزقك ما تحوش,idiom
لو حسبنا حساب العصافير ما زرعنا الدخن,idiom
لو كان الزلام بشواربهم لكان الصرصور أزلمهم,idiom
"لو كان فيه خير ، ما رماه الطير ",idiom
لو كل من جى ونجر ما ضل في الوادي شجر,idiom
لو ليك عند الكلب حاجة قوله يا كلب وتغور الحاجة,idiom
لو ما جوزي وغلاوته ما عرفت الحب وحلاوته,idiom
لي ما يعرف الدخون (البخور) حرق ثوبه,idiom
ما أخس من قديد إلا عسفان,idiom
ما أخس من قديد إلا عسفان,idiom
ما تعرف قديرى لمن تجرب غيري,idiom
ما تكسر الحجر الا اختها,idiom
ما حاج الا برجله,idiom
ما حد لحد يا ركبتي يا عيني,idiom
ما خاب من استشار,idiom
ما رزق يأتي بحذق ولا لبن من دجاجة,idiom
ما زعت عشاى إلا من حرقة في حشاى,idiom
ما عشق من بنات العباد غير سعاد,idiom
ما كفى واحد كفى اثنين,idiom
ما كل أبيض شحم وما كل أسود فحم إربط الحصين عند الحمير يتعلم النهيق ,idiom
ما كل ما يعلم يقال,idiom
ما كل ما يعلم يقال,idiom
ما هداه الطير اللي في الجدر يطلعه الملاس,idiom
ما يبطئ السيل الا من كبره,idiom
ما يحك جلدك إلا ظفرك,idiom
ما يخمج الماء إلا خس البقر,idiom
ما يرعى الأرض إلا عجولها,idiom
ما يعرف كوعه من بوعه,idiom
ما يقطع الرأس إلا اللي ركبه,idiom
ما يوجد الكثير من الأمثال الأخرى التي توردت عن قلة الأصل في التعامل مع الناس والتي من بينها ما يلي,idiom
مات الجمل ومتأسف على الرسن,idiom
ماشي كماشي ولا الراكب كماشي,idiom
ماعنده جدر تطبخ,idiom
مال البخيل يأكله العيار,idiom
مأوى العرجاء الدار,idiom
مد رجلك على قد فراشك,idiom
مرآة الحب عمياء,idiom
مرة بجهله و مرة بفقدان ما ليس له,idiom
مسقي بعد السيل بتول الويل,idiom
مش كل مرة تسلم الجرة,idiom
مع الناس عيد عمية وتطل من الدريشة خبزا,idiom
مغنية الحي لا تطرب,idiom
مكزاز ولافي الغدراء,idiom
من اكل وحلا كأنما بني وعلا,idiom
من بخل بماله تبذرو عياله,idiom
من بغى الدح ما يقول اح,idiom
من تدخل فيما لا يعنيه لقى ما لا يرضيه,idiom
من تركن على جارته تتغدي عجينه,idiom
من تصبح بكذبة ما تعشى بها,idiom
من تطلع الشمس يذوب حلاة الحار بحرته,idiom
من جابر جوبر,idiom
من حب يعلم ابنه الكلام يشغله عند مزين أو حجام,idiom
من حصل العافية دق بها نحره,idiom
